ID,smiles,docking_score,split_random,flag,weight_actives,split_scaffold,weight_lowscores
ZINC12715302,Cc1ccc([C@@H](C(=O)NC(C)(C)C)N(C(=O)c2snc(C(N)=O)c2N)c2ccc(C)c(C)c2)o1,-4.248,train,0,0.5590832952641998,train,0.539529757531227
ZINC64212797,ClC1=C(CN2CC=C(C3=c4ccccc4=NC3)CC2)NNS1,-6.357,train,0,0.5590832952641998,val,0.539529757531227
ZINC56316132,CNC(=O)NC(=O)[C@H](C)[N@]1CCC[C@H](NC(=O)OC(C)(C)C)C1,-5.692,train,0,0.5590832952641998,train,0.539529757531227
ZINC09077035,CC[C@H](C)NC(=O)NC(=O)CN1C(=O)N[C@@](CC)(c2ccc(C)cc2)C1=O,-6.301,train,0,0.5590832952641998,val,0.539529757531227
ZINC55100176,O=C(Nc1ccccc1OCCOc1ccccc1)[C@H]1CC12CCNCC2,-7.209,train,0,0.5590832952641998,val,0.539529757531227
46191454,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)[C@H]1CC[N@](C)CC1)C2(C)C,-9.623,train,1,4.731314432989691,train,6.824349442379182
57951409,CC(C)(Nc1cccc(C(=O)NCCCC(=O)O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1,-5.059,train,1,4.731314432989691,train,0.539529757531227
ZINC08891856,CC[C@@]1(c2ccc(F)cc2)NC(=O)N(CC(=O)NC(=O)N[C@@H]2CCCC[C@@H]2C)C1=O,-5.98,train,0,0.5590832952641998,val,0.539529757531227
ZINC66402792,CCN(CC)[C@H](CNC(=O)Nc1cc(C(F)(F)F)c[nH]c1=O)CC(C)C,-8.1,train,0,0.5590832952641998,train,0.539529757531227
ZINC09634182,CCN(C(=O)COC(=O)CCc1c[nH]c2ccccc12)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,-7.253,train,0,0.5590832952641998,train,0.539529757531227
162661250,CS(=O)(=O)c1cccn2c([C@H]3CNC[C@H](Nc4ncc(C(F)(F)F)c(-c5c[nH]c6ccccc56)n4)C3)nnc12,-9.837,train,1,4.731314432989691,train,6.824349442379182
52940876,Cn1cc(C(N)=O)c2c1-c1nc(NCc3ccccc3)ncc1CC2,-10.141,train,1,4.731314432989691,train,6.824349442379182
ZINC51999001,CC(C)(C)Oc1nc(N[C@H]2CCCC[C@H]2O)ccc1N,-6.957,train,0,0.5590832952641998,train,0.539529757531227
